Move,Use_Percentage,Pokemon,Unique
Rising Voltage,0.5946,Zekrom,0
Rising Voltage,0.0893,Thundurus Therian Forme,0
Rising Voltage,0.1381,Raikou,0
Rising Voltage,0.0545,Heliolisk,0
Rising Voltage,0.8439,Pincurchin,0
Rising Voltage,0.3912,Xurkitree,0
Rising Voltage,0.909,Alolan Raichu,0
Rising Voltage,0.1169,Magnezone,0
Rising Voltage,0.369,Magneton,0
Rising Voltage,0.3897,Jolteon,0
Rising Voltage,0.048,Fan Rotom,0
Hyper Beam,0.2025,Regieleki,0
Hyper Beam,0.0641,Calyrex Shadow Rider,0
Hyper Beam,0.2594,Porygon2,0
Hyper Beam,0.1683,Xerneas,0
Hyper Beam,0.0827,White Kyurem,0
Hyper Beam,0.0668,Spectrier,0
Hyper Beam,0.6019,Regidrago,0
Hyper Beam,0.2883,Thundurus Therian Forme,0
Hyper Beam,0.1211,Inteleon,0
Hyper Beam,0.0489,Heliolisk,0
Hyper Beam,0.0983,Primarina,0
Hyper Beam,0.9071,Porygon-Z,0
Hyper Beam,0.1963,Appletun,0
Hyper Beam,0.3592,Xurkitree,0
Hyper Beam,0.4352,Drampa,0
Hyper Beam,0.2753,Sylveon,0
Hyper Beam,0.0628,Wigglytuff,0
Hyper Beam,0.1317,Tentacruel,0
Screech,0.1216,Regieleki,0
Screech,0.048,Liepard,0
Screech,0.0487,Sceptile,0
Screech,0.4149,Thievul,0
Screech,0.0929,Perrserker,0
Screech,0.5927,Galvantula,0
Extreme Speed,0.0535,Regieleki,0
Extreme Speed,0.4091,Entei,0
Extreme Speed,0.1304,Rayquaza,0
Extreme Speed,0.0421,Arcanine,0
Extreme Speed,0.0801,Lucario,0
Extreme Speed,0.5155,Dragonite,0
Grassy Glide,0.9988,Rillaboom,0
Grassy Glide,0.2887,Tsareena,0
Grassy Glide,0.1661,Lurantis,0
Grassy Glide,0.4139,Dhelmise,0
Grassy Glide,0.1325,Virizion,0
Grassy Glide,0.1401,Flapple,0
Grassy Glide,0.2965,Sirfetch'd,0
Grassy Glide,0.5063,Gourgeist Small Size,0
Grassy Glide,0.1249,Tangrowth,0
Grassy Glide,0.2141,Decidueye,0
High Horsepower,0.6228,Rillaboom,0
High Horsepower,0.8164,Calyrex Ice Rider,0
High Horsepower,0.9757,Regigigas,0
High Horsepower,0.9239,Mamoswine,0
High Horsepower,0.9999,Glastrier,0
High Horsepower,0.6278,Snorlax,0
High Horsepower,0.1156,Stakataka,0
High Horsepower,0.9739,Swampert,0
High Horsepower,0.3732,Tyranitar,0
High Horsepower,0.4227,Kingler,0
High Horsepower,0.8995,Tapu Bulu,0
High Horsepower,0.3097,Krookodile,0
High Horsepower,0.5037,Excadrill,0
High Horsepower,0.2359,Dracozolt,0
High Horsepower,0.9862,Mudsdale,0
High Horsepower,0.3866,Rhyperior,0
High Horsepower,0.9017,Diggersby,0
High Horsepower,0.0565,Conkeldurr,0
High Horsepower,0.8616,Tauros,0
High Horsepower,0.0846,Dugtrio,0
High Horsepower,0.492,Copperajah,0
High Horsepower,0.6177,Hippowdon,0
High Horsepower,0.8537,Bouffalant,0
High Horsepower,0.8017,Sandaconda,0
High Horsepower,0.1404,Miltank,0
High Horsepower,0.0941,Heracross,0
High Horsepower,0.0854,Bewear,0
High Horsepower,0.1555,Poliwrath,0
High Horsepower,0.8002,Golurk,0
High Horsepower,0.674,Steelix,0
U Turn,0.489,Rillaboom,0
U Turn,0.1824,Landorus Therian Forme,0
U Turn,0.1254,Urshifu Single Strike Style,0
U Turn,0.158,Urshifu Rapid Strike Style,0
U Turn,0.2243,Pheromosa,0
U Turn,0.6376,Tapu Koko,0
U Turn,0.4577,Tsareena,0
U Turn,0.5834,Darmanitan Galarian Standard Mode,0
U Turn,0.0928,Galarian Moltres,0
U Turn,0.9313,Scizor,0
U Turn,0.8811,Darmanitan Standard Mode,0
U Turn,0.111,Corviknight,0
U Turn,0.0803,Accelgor,0
U Turn,0.218,Crobat,0
U Turn,0.0538,Hawlucha,0
U Turn,0.0271,Lopunny,0
U Turn,0.0574,Unfezant,0
U Turn,0.2199,Perrserker,0
U Turn,0.1956,Noivern,0
U Turn,0.332,Decidueye,0
U Turn,0.5163,Scyther,0
Wood Hammer,0.2182,Rillaboom,0
Wood Hammer,0.065,Mimikyu,0
Wood Hammer,0.987,Tapu Bulu,0
Wood Hammer,0.0788,Alolan Exeggutor,0
Wood Hammer,0.9272,Trevenant,0
Wood Hammer,0.3095,Abomasnow,0
Knock Off,0.0928,Rillaboom,0
Knock Off,0.2538,Escavalier,0
Knock Off,0.4141,Kingler,0
Knock Off,0.9755,Obstagoon,0
Knock Off,0.1584,Machamp,0
Knock Off,0.1294,Zoroark,0
Knock Off,0.5486,Sirfetch'd,0
Knock Off,0.4949,Gallade,0
Knock Off,0.7857,Tangrowth,0
Knock Off,0.663,Crawdaunt,0
Knock Off,0.8258,Drapion,0
Knock Off,0.099,Decidueye,0
Knock Off,0.4054,Passimian,0
Knock Off,0.7421,Lickilicky,0
Precipice Blades,0.9979,Groudon,1
Rock Slide,0.5496,Groudon,0
Rock Slide,0.853,Landorus Therian Forme,0
Rock Slide,0.4307,Solgaleo,0
Rock Slide,0.0483,Coalossal,0
Rock Slide,0.0747,Zygarde Complete Forme,0
Rock Slide,0.2336,Metagross,0
Rock Slide,0.2061,Landorus Incarnate Forme,0
Rock Slide,0.1583,Dusk Mane Necrozma,0
Rock Slide,0.0807,Dracovish,0
Rock Slide,0.4745,Darmanitan Galarian Standard Mode,0
Rock Slide,0.6549,Stakataka,0
Rock Slide,0.665,Salamence,0
Rock Slide,0.943,Tyranitar,0
Rock Slide,0.1063,Alolan Marowak,0
Rock Slide,0.3594,Kingler,0
Rock Slide,0.8267,Garchomp,0
Rock Slide,0.5486,Krookodile,0
Rock Slide,0.8774,Excadrill,0
Rock Slide,0.2658,Shiftry,0
Rock Slide,0.5922,Mudsdale,0
Rock Slide,0.9842,Gigalith,0
Rock Slide,0.0686,Dragonite,0
Rock Slide,0.8209,Darmanitan Standard Mode,0
Rock Slide,0.0677,Cradily,0
Rock Slide,0.9016,Aerodactyl,0
Rock Slide,0.2717,Kabutops,0
Rock Slide,0.9273,Drednaw,0
Rock Slide,0.5266,Rhyperior,0
Rock Slide,0.7212,Stonjourner,0
Rock Slide,0.4967,Diggersby,0
Rock Slide,0.9586,Durant,0
Rock Slide,0.1653,Conkeldurr,0
Rock Slide,0.9402,Terrakion,0
Rock Slide,0.2531,Black Kyurem,0
Rock Slide,0.0359,Goodra,0
Rock Slide,0.0298,Tauros,0
Rock Slide,0.5846,Blissey,0
Rock Slide,0.0482,Haxorus,0
Rock Slide,0.1399,Runerigus,0
Rock Slide,0.4624,Braviary,0
Rock Slide,0.3861,Beartic,0
Rock Slide,0.4416,Copperajah,0
Rock Slide,0.2776,Hippowdon,0
Rock Slide,0.3253,Arctozolt,0
Rock Slide,0.1478,Gallade,0
Rock Slide,0.1314,Malamar,0
Rock Slide,0.55,Lycanroc Dusk Form,0
Rock Slide,0.0962,Bouffalant,0
Rock Slide,0.641,Sandaconda,0
Rock Slide,0.6668,Miltank,0
Rock Slide,0.6525,Heracross,0
Rock Slide,0.4333,Falinks,0
Rock Slide,0.1474,Flygon,0
Rock Slide,0.8269,Crustle,0
Rock Slide,0.04,Dusknoir,0
Rock Slide,0.0501,Drapion,0
Rock Slide,0.2532,Passimian,0
Rock Slide,0.9821,Lycanroc Midday Form,0
Rock Slide,0.8434,Marowak,0
Rock Slide,0.1462,Alolan Sandslash,0
Rock Slide,0.28,Poliwrath,0
Rock Slide,0.273,Lycanroc Midnight Form,0
Rock Slide,0.314,Hitmonlee,0
Rock Slide,0.0929,Scolipede,0
Rock Slide,0.536,Dunsparce,0
Rock Slide,0.7068,Sandslash,0
Rock Slide,0.0494,Steelix,0
Stone Edge,0.3832,Groudon,0
Stone Edge,0.7795,Entei,0
Stone Edge,0.6412,Landorus Incarnate Forme,0
Stone Edge,0.0898,Dusk Mane Necrozma,0
Stone Edge,0.0828,Dracovish,0
Stone Edge,0.1544,Stakataka,0
Stone Edge,0.0413,Tyranitar,0
Stone Edge,0.0907,Tapu Bulu,0
Stone Edge,0.6979,Kabutops,0
Stone Edge,0.3453,Bisharp,0
Stone Edge,0.203,Rhyperior,0
Stone Edge,0.1113,Giratina Altered Forme,0
Stone Edge,0.0587,Terrakion,0
Stone Edge,0.8112,Cobalion,0
Stone Edge,0.8596,Machamp,0
Stone Edge,0.257,Virizion,0
Stone Edge,0.1093,Beartic,0
Stone Edge,0.0904,Copperajah,0
Stone Edge,0.108,Arctozolt,0
Stone Edge,0.3093,Sandaconda,0
Stone Edge,0.1237,Heracross,0
Stone Edge,0.1693,Crustle,0
Stone Edge,0.8205,Lycanroc Midnight Form,0
Stone Edge,0.2039,Hitmonlee,0
Heavy Slam,0.3645,Groudon,0
Heavy Slam,0.0726,Calyrex Ice Rider,0
Heavy Slam,0.2686,Celesteela,0
Heavy Slam,0.7768,Glastrier,0
Heavy Slam,0.4385,Mudsdale,0
Heavy Slam,0.5671,Stonjourner,0
Heavy Slam,0.0533,Beartic,0
Heavy Slam,0.1771,Copperajah,0
Heavy Slam,0.1009,Flapple,0
Fire Punch,0.3227,Groudon,0
Fire Punch,0.0395,Tyranitar,0
Fire Punch,0.1782,Dragonite,0
Fire Punch,0.0913,Obstagoon,0
Fire Punch,0.0631,Rhyperior,0
Fire Punch,0.0886,Conkeldurr,0
Fire Punch,0.1196,Goodra,0
Fire Punch,0.0805,Hawlucha,0
Fire Punch,0.0394,Lopunny,0
Fire Punch,0.0633,Miltank,0
Fire Punch,0.2518,Dusknoir,0
Fire Punch,0.9747,Druddigon,0
Fire Punch,0.43,Marowak,0
Fire Punch,0.0826,Lycanroc Midnight Form,0
Fire Punch,0.1314,Lickilicky,0
Heat Crash,0.2967,Groudon,0
Heat Crash,0.2814,Copperajah,0
Swords Dance,0.2907,Groudon,0
Swords Dance,0.3734,Landorus Therian Forme,0
Swords Dance,0.1033,Calyrex Ice Rider,0
Swords Dance,0.3248,Rayquaza,0
Swords Dance,0.1991,Dusk Mane Necrozma,0
Swords Dance,0.1822,Garchomp,0
Swords Dance,0.21,Aegislash Shield Forme,0
Swords Dance,0.2462,Bisharp,0
Swords Dance,0.2833,Rhyperior,0
Swords Dance,0.1327,Hawlucha,0
Swords Dance,0.1636,Virizion,0
Swords Dance,0.1549,Golisopod,0
Swords Dance,0.2318,Lycanroc Dusk Form,0
Swords Dance,0.1144,Decidueye,0
Swords Dance,0.1897,Lycanroc Midday Form,0
Swords Dance,0.5012,Scyther,0
Swords Dance,0.2847,Alolan Sandslash,0
Swords Dance,0.0944,Lycanroc Midnight Form,0
Swords Dance,0.0926,Lickilicky,0
Swords Dance,0.1386,Scolipede,0
Giga Impact,0.0649,Groudon,0
Giga Impact,0.1559,Kartana,0
Giga Impact,0.9943,Regigigas,0
Giga Impact,0.0545,Snorlax,0
Giga Impact,0.0984,Kangaskhan,0
Giga Impact,0.481,Diggersby,0
Giga Impact,0.0555,Tauros,0
Giga Impact,0.2127,Braviary,0
Giga Impact,0.0525,Bouffalant,0
Giga Impact,0.5286,Stoutland,0
Rock Tomb,0.0613,Groudon,0
Rock Tomb,0.0918,Landorus Therian Forme,0
Rock Tomb,0.0827,Mienshao,0
Rock Tomb,0.7323,Lucario,0
Rock Tomb,0.2458,Stonjourner,0
Rock Tomb,0.2194,Hawlucha,0
Rock Tomb,0.814,Haxorus,0
Bulldoze,0.0495,Groudon,0
Bulldoze,0.0647,Landorus Therian Forme,0
Bulldoze,0.2097,Entei,0
Bulldoze,0.3872,Spectrier,0
Bulldoze,0.0483,Hydreigon,0
Bulldoze,0.0712,Salamence,0
Bulldoze,0.531,Raikou,0
Bulldoze,0.38,Dracozolt,0
Bulldoze,0.0685,Sceptile,0
Bulldoze,0.7323,Lucario,0
Bulldoze,0.2615,Altaria,0
Bulldoze,0.087,Latias,0
Bulldoze,0.0999,Alolan Exeggutor,0
Bulldoze,0.0995,Aerodactyl,0
Bulldoze,0.3161,Conkeldurr,0
Bulldoze,0.0812,Terrakion,0
Bulldoze,0.054,Runerigus,0
Bulldoze,0.0366,Sharpedo,0
Bulldoze,0.4789,Galarian Slowbro,0
Bulldoze,0.11,Claydol,0
Bulldoze,0.0473,Flygon,0
Bulldoze,0.1179,Dusknoir,0
Bulldoze,0.1908,Lickilicky,0
Bulldoze,0.0974,Scolipede,0
Bulldoze,0.619,Sandslash,0
Astral Barrage,1,Calyrex Shadow Rider,1
Expanding Force,0.4435,Calyrex Shadow Rider,0
Expanding Force,0.8647,Indeedee Female,0
Expanding Force,0.9925,Indeedee Male,0
Expanding Force,0.048,Dusk Mane Necrozma,0
Expanding Force,0.362,Mewtwo,0
Expanding Force,0.845,Hatterene,0
Expanding Force,0.7261,Slowking,0
Expanding Force,0.29,Galarian Articuno,0
Expanding Force,0.7023,Slowbro,0
Expanding Force,0.5449,Oranguru,0
Expanding Force,0.0519,Exeggutor,0
Expanding Force,0.5443,Espeon,0
Expanding Force,0.9306,Alolan Raichu,0
Expanding Force,0.9928,Alakazam,0
Expanding Force,0.7979,Starmie,0
Expanding Force,0.9365,Galarian Slowbro,0
Expanding Force,0.2024,Claydol,0
Expanding Force,0.8161,Reuniclus,0
Expanding Force,0.1208,Wigglytuff,0
Expanding Force,0.9595,Gardevoir,0
Expanding Force,0.8321,Sigilyph,0
Expanding Force,0.7376,Orbeetle,0
Expanding Force,0.9332,Beheeyem,0
Will O Wisp,0.4242,Calyrex Shadow Rider,0
Will O Wisp,0.1923,Dusclops,0
Will O Wisp,0.9891,Weezing,0
Will O Wisp,0.1172,Lunala,0
Will O Wisp,0.8678,Sableye,0
Will O Wisp,0.7999,Mimikyu,0
Will O Wisp,0.5666,Heat Rotom,0
Will O Wisp,0.4847,Dragapult,0
Will O Wisp,0.8943,Spectrier,0
Will O Wisp,0.8947,Arcanine,0
Will O Wisp,0.2267,Volcarona,0
Will O Wisp,0.5128,Talonflame,0
Will O Wisp,0.4542,Wash Rotom,0
Will O Wisp,0.9335,Galarian Weezing,0
Will O Wisp,0.098,Moltres,0
Will O Wisp,0.9556,Drifblim,0
Will O Wisp,0.5143,Froslass,0
Will O Wisp,0.2055,Jellicent,0
Will O Wisp,0.1927,Giratina Altered Forme,0
Will O Wisp,0.4349,Mow Rotom,0
Will O Wisp,0.0635,Gengar,0
Will O Wisp,0.0831,Runerigus,0
Will O Wisp,0.357,Cofagrigus,0
Will O Wisp,0.2572,Ninetales,0
Will O Wisp,0.246,Gourgeist Small Size,0
Will O Wisp,0.1349,Frost Rotom,0
Will O Wisp,0.2593,Polteageist,0
Will O Wisp,0.7835,Gourgeist Super Size,0
Will O Wisp,0.7859,Galarian Corsola,0
Mud Shot,0.2691,Calyrex Shadow Rider,0
Mud Shot,0.0684,Spectrier,0
Mud Shot,0.0682,Milotic,0
Mud Shot,0.7009,Slowbro,0
Mud Shot,0.3658,Vikavolt,0
Mud Shot,0.164,Thievul,0
Mud Shot,0.0264,Galarian Slowbro,0
Psyshock,0.184,Calyrex Shadow Rider,0
Psyshock,0.1063,Tapu Lele,0
Psyshock,0.4713,Meowstic Male,0
Psyshock,0.0873,Latias,0
Psyshock,0.2374,Cresselia,0
Psyshock,0.4079,Mime Galarian Mr. Mime,0
Psyshock,0.1401,Reuniclus,0
Leaf Storm,0.1711,Calyrex Shadow Rider,0
Leaf Storm,0.6162,Venusaur,0
Leaf Storm,0.4177,Ludicolo,0
Leaf Storm,0.7891,Sceptile,0
Leaf Storm,0.064,Lurantis,0
Leaf Storm,0.1741,Alolan Exeggutor,0
Leaf Storm,0.2056,Abomasnow,0
Leaf Storm,0.9995,Mow Rotom,0
Leaf Storm,0.4624,Lilligant,0
Leaf Storm,0.913,Roserade,0
Leaf Storm,0.5193,Tangrowth,0
Leaf Storm,0.1966,Decidueye,0
Leaf Storm,0.3981,Maractus,0
Trick Room,0.1028,Calyrex Shadow Rider,0
Trick Room,0.1042,Whimsicott,0
Trick Room,0.8027,Calyrex Ice Rider,0
Trick Room,0.6627,Palkia,0
Trick Room,0.8972,Porygon2,0
Trick Room,0.3479,Dialga,0
Trick Room,0.9972,Dusclops,0
Trick Room,0.8171,Lunala,0
Trick Room,0.9023,Mimikyu,0
Trick Room,0.2685,Gothitelle,0
Trick Room,0.891,Bronzong,0
Trick Room,0.8125,Indeedee Male,0
Trick Room,0.6119,Comfey,0
Trick Room,0.9831,Dawn Wings Necrozma,0
Trick Room,0.6744,Dusk Mane Necrozma,0
Trick Room,0.0654,Meowstic Male,0
Trick Room,0.9311,Stakataka,0
Trick Room,0.1358,Mewtwo,0
Trick Room,0.7627,Klinklang,0
Trick Room,0.8407,Hatterene,0
Trick Room,0.861,Slowking,0
Trick Room,0.7021,Galarian Articuno,0
Trick Room,0.7433,Slowbro,0
Trick Room,0.9409,Oranguru,0
Trick Room,0.1768,Nihilego,0
Trick Room,0.7354,Chandelure,0
Trick Room,0.4109,Porygon-Z,0
Trick Room,0.9728,Jellicent,0
Trick Room,0.9956,Alolan Exeggutor,0
Trick Room,0.0512,Trevenant,0
Trick Room,0.7171,Cresselia,0
Trick Room,0.9894,Mr. Rime,0
Trick Room,0.3165,Gengar,0
Trick Room,0.4612,Espeon,0
Trick Room,0.8722,Runerigus,0
Trick Room,0.3188,Alakazam,0
Trick Room,0.9728,Cofagrigus,0
Trick Room,0.1329,Starmie,0
Trick Room,0.3499,Mr. Mime,0
Trick Room,0.2751,Gallade,0
Trick Room,0.7403,Gourgeist Small Size,0
Trick Room,0.6845,Malamar,0
Trick Room,0.8287,Galarian Slowbro,0
Trick Room,0.9968,Aromatisse,0
Trick Room,0.9799,Gourgeist Super Size,0
Trick Room,0.86,Claydol,0
Trick Room,0.9405,Reuniclus,0
Trick Room,0.9153,Dusknoir,0
Trick Room,0.8495,Gardevoir,0
Trick Room,0.8754,Sigilyph,0
Trick Room,0.7525,Orbeetle,0
Trick Room,0.1467,Beheeyem,0
Trick Room,0.912,Mime Jr.,0
Trick Room,0.9999,Gourgeist Large Size,0
Energy Ball,0.0705,Calyrex Shadow Rider,0
Energy Ball,0.3825,Whimsicott,0
Energy Ball,0.1332,Tapu Lele,0
Energy Ball,0.1124,Celesteela,0
Energy Ball,0.343,Ludicolo,0
Energy Ball,0.1418,Primarina,0
Energy Ball,0.1081,Chandelure,0
Energy Ball,0.0957,Sceptile,0
Energy Ball,0.2457,Cherrim,0
Energy Ball,0.8245,Exeggutor,0
Energy Ball,0.0813,Latias,0
Energy Ball,0.4074,Cradily,0
Energy Ball,0.3188,Abomasnow,0
Energy Ball,0.5157,Vikavolt,0
Energy Ball,0.0859,Cresselia,0
Energy Ball,0.4935,Xurkitree,0
Energy Ball,0.2719,Gengar,0
Energy Ball,0.4886,Palossand,0
Energy Ball,0.3905,Drampa,0
Energy Ball,0.1287,Lilligant,0
Energy Ball,0.064,Virizion,0
Energy Ball,0.1069,Alakazam,0
Energy Ball,0.0316,Ninetales,0
Energy Ball,0.3979,Shiinotic,0
Energy Ball,0.4214,Vileplume,0
Energy Ball,0.1191,Reuniclus,0
Energy Ball,0.0387,Sigilyph,0
Energy Ball,0.1641,Galvantula,0
Energy Ball,0.0945,Maractus,0
Energy Ball,0.1581,Orbeetle,0
Energy Ball,0.9004,Beheeyem,0
Speed Swap,0.0503,Calyrex Shadow Rider,0
Speed Swap,0.176,Bronzong,0
Speed Swap,0.4494,Pheromosa,0
Speed Swap,0.1135,Alolan Raichu,0
Speed Swap,0.1468,Alakazam,0
Speed Swap,0.8203,Ribombee,0
Imprison,0.0429,Calyrex Shadow Rider,0
Imprison,0.7878,Indeedee Male,0
Imprison,0.6123,Chandelure,0
Imprison,0.051,Runerigus,0
Imprison,0.2618,Alakazam,0
Imprison,0.1098,Gallade,0
Imprison,0.5608,Gourgeist Small Size,0
Imprison,0.0238,Galarian Slowbro,0
Imprison,0.1717,Gourgeist Super Size,0
Imprison,0.7271,Claydol,0
Imprison,0.8349,Gardevoir,0
Imprison,0.8215,Sigilyph,0
Imprison,0.0639,Decidueye,0
Imprison,0.7095,Orbeetle,0
Imprison,0.9999,Gourgeist Large Size,0
Fly,0.718,Thundurus Incarnate Forme,0
Fly,0.9076,Landorus Therian Forme,0
Fly,0.6919,Dragapult,0
Fly,0.7958,Landorus Incarnate Forme,0
Fly,0.535,Thundurus Therian Forme,0
Fly,0.7357,Flapple,0
Brick Break,0.4333,Thundurus Incarnate Forme,0
Brick Break,0.1133,Barraskewda,0
Brick Break,0.1898,Metagross,0
Brick Break,0.1978,Hitmontop,0
Brick Break,0.1244,Galarian Zapdos,0
Brick Break,0.0918,Alolan Marowak,0
Brick Break,0.234,Kingler,0
Brick Break,0.0938,Garchomp,0
Brick Break,0.3348,Excadrill,0
Brick Break,0.8502,Toxicroak,0
Brick Break,0.1186,Riolu,0
Brick Break,0.4076,Darmanitan Standard Mode,0
Brick Break,0.1206,Obstagoon,0
Brick Break,0.224,Scrafty,0
Brick Break,0.2995,Hawlucha,0
Brick Break,0.0508,Miltank,0
Brick Break,0.1186,Crawdaunt,0
Brick Break,0.2215,Dusknoir,0
Brick Break,0.3009,Drapion,0
Brick Break,0.0683,Marowak,0
Brick Break,0.0594,Bewear,0
Brick Break,0.3524,Scyther,0
Brick Break,0.3139,Sandslash,0
Eerie Impulse,0.249,Thundurus Incarnate Forme,0
Eerie Impulse,0.3417,Porygon2,0
Eerie Impulse,0.1915,Zapdos,0
Eerie Impulse,0.1249,Raichu,0
Eerie Impulse,0.1736,Wash Rotom,0
Eerie Impulse,0.2959,Raikou,0
Eerie Impulse,0.1118,Emolga,0
Eerie Impulse,0.8446,Charjabug,0
Eerie Impulse,0.1365,Dedenne,0
Superpower,0.187,Thundurus Incarnate Forme,0
Superpower,0.4902,Darmanitan Galarian Standard Mode,0
Superpower,0.0511,Snorlax,0
Superpower,0.8611,Scizor,0
Superpower,0.176,Tyranitar,0
Superpower,0.4666,Gigalith,0
Superpower,1,Lurantis,0
Superpower,0.1549,Dragonite,0
Superpower,0.1072,Kabutops,0
Superpower,0.0483,Rhyperior,0
Superpower,0.3162,Durant,0
Superpower,0.2744,Goodra,0
Superpower,0.5289,Beartic,0
Superpower,0.1019,Copperajah,0
Superpower,0.9983,Malamar,0
Superpower,0.1979,Stoutland,0
Superpower,0.091,Flygon,0
Superpower,0.9225,Druddigon,0
Superpower,0.9583,Flareon,0
Superpower,0.1866,Scolipede,0
Crunch,0.1279,Thundurus Incarnate Forme,0
Crunch,0.5143,Entei,0
Crunch,0.3467,Barraskewda,0
Crunch,0.5006,Dracovish,0
Crunch,0.0479,Zekrom,0
Crunch,0.0481,Salamence,0
Crunch,0.4182,Tyranitar,0
Crunch,0.1651,Gyarados,0
Crunch,0.0938,Centiskorch,0
Crunch,0.2527,Scrafty,0
Crunch,0.5666,Silvally,0
Crunch,0.0904,Hippowdon,0
Crunch,0.9253,Sharpedo,0
Crunch,0.4059,Crawdaunt,0
Crunch,0.0462,Stoutland,0
Crunch,0.0846,Lycanroc Midday Form,0
Crunch,0.0939,Lycanroc Midnight Form,0
Rain Dance,0.0678,Thundurus Incarnate Forme,0
Rain Dance,0.1239,Tornadus Incarnate Forme,0
Rain Dance,0.2945,Raikou,0
Rain Dance,0.1875,Klefki,0
Rain Dance,0.7632,Luxray,0
Rain Dance,0.1244,Magneton,0
Iron Tail,0.0607,Thundurus Incarnate Forme,0
Iron Tail,0.3153,Zygarde Complete Forme,0
Iron Tail,0.1464,Rhyperior,0
Iron Tail,0.3207,Leafeon,0
Iron Tail,0.1947,Goodra,0
Iron Tail,0.0681,Haxorus,0
Iron Tail,0.6769,Flareon,0
Iron Tail,0.7292,Lycanroc Midnight Form,0
Grass Knot,0.0381,Thundurus Incarnate Forme,0
Grass Knot,0.0561,Tapu Fini,0
Grass Knot,0.0898,Landorus Incarnate Forme,0
Grass Knot,0.1226,Tapu Koko,0
Grass Knot,0.6778,Thundurus Therian Forme,0
Grass Knot,0.0945,Mewtwo,0
Grass Knot,0.1055,Pikachu,0
Grass Knot,0.7449,Nihilego,0
Grass Knot,0.0942,Cherrim,0
Grass Knot,0.4308,Alolan Exeggutor,0
Grass Knot,0.3172,Xurkitree,0
Grass Knot,0.0407,Zoroark,0
Grass Knot,0.0807,Alolan Raichu,0
Grass Knot,0.1465,Wigglytuff,0
Earthquake,0.931,Landorus Therian Forme,0
Earthquake,0.9425,Solgaleo,0
Earthquake,0.1127,Seismitoad,0
Earthquake,0.5671,Ho-oh,0
Earthquake,0.1044,Rayquaza,0
Earthquake,0.0792,Celesteela,0
Earthquake,0.152,Metagross,0
Earthquake,0.689,Dusk Mane Necrozma,0
Earthquake,0.1378,Dracovish,0
Earthquake,0.2874,Darmanitan Galarian Standard Mode,0
Earthquake,0.2251,Snorlax,0
Earthquake,0.1497,Mewtwo,0
Earthquake,0.0831,Salamence,0
Earthquake,0.0879,Tyranitar,0
Earthquake,0.0924,Gyarados,0
Earthquake,0.8584,Garchomp,0
Earthquake,0.0609,Kangaskhan,0
Earthquake,0.6496,Krookodile,0
Earthquake,0.5183,Excadrill,0
Earthquake,0.0335,Sceptile,0
Earthquake,0.8703,Greedent,0
Earthquake,0.0696,Lucario,0
Earthquake,0.3858,Dragonite,0
Earthquake,0.4632,Darmanitan Standard Mode,0
Earthquake,0.0781,Aerodactyl,0
Earthquake,0.0801,Drednaw,0
Earthquake,0.6013,Rhyperior,0
Earthquake,0.919,Electivire,0
Earthquake,0.2452,Abomasnow,0
Earthquake,0.1124,Diggersby,0
Earthquake,0.2748,Giratina Altered Forme,0
Earthquake,0.0681,Wishiwashi Solo Form,0
Earthquake,0.3957,Terrakion,0
Earthquake,0.0951,Tauros,0
Earthquake,0.9091,Dugtrio,0
Earthquake,0.8825,Tyrantrum,0
Earthquake,0.1939,Blaziken,0
Earthquake,0.9003,Haxorus,0
Earthquake,0.1883,Dhelmise,0
Earthquake,0.3016,Runerigus,0
Earthquake,0.0764,Copperajah,0
Earthquake,0.1618,Hippowdon,0
Earthquake,0.132,Sandaconda,0
Earthquake,0.0695,Heracross,0
Earthquake,0.1044,Claydol,0
Earthquake,0.1788,Flygon,0
Earthquake,0.9441,Crustle,0
Earthquake,0.225,Dusknoir,0
Earthquake,0.1141,Drapion,0
Earthquake,0.5746,Passimian,0
Earthquake,0.3883,Marowak,0
Earthquake,0.2262,Alolan Sandslash,0
Earthquake,0.1522,Golurk,0
Earthquake,0.1037,Hitmonlee,0
Earthquake,0.219,Scolipede,0
Earthquake,0.2178,Sandslash,0
Earthquake,0.3019,Steelix,0
Earth Power,0.0728,Landorus Therian Forme,0
Earth Power,0.988,Gastrodon,0
Earth Power,0.7241,Palkia,0
Earth Power,0.6373,Venusaur,0
Earth Power,0.8784,Dialga,0
Earth Power,0.2309,Torkoal,0
Earth Power,0.9771,White Kyurem,0
Earth Power,0.0754,Seismitoad,0
Earth Power,0.0721,Ho-oh,0
Earth Power,0.5501,Rayquaza,0
Earth Power,0.8606,Reshiram,0
Earth Power,0.9519,Lugia,0
Earth Power,0.9947,Landorus Incarnate Forme,0
Earth Power,0.1631,Dusk Mane Necrozma,0
Earth Power,0.9396,Hydreigon,0
Earth Power,0.6463,Zekrom,0
Earth Power,0.1764,Cradily,0
Earth Power,0.9059,Heatran,0
Earth Power,0.3941,Abomasnow,0
Earth Power,0.342,Giratina Altered Forme,0
Earth Power,0.0483,Black Kyurem,0
Earth Power,0.9813,Palossand,0
Earth Power,0.6353,Cursola,0
Earth Power,0.7356,Flygon,0
Yawn,0.9699,Gastrodon,0
Yawn,0.5918,Blastoise,0
Yawn,0.6441,Torkoal,0
Yawn,0.4133,Togekiss,0
Yawn,0.9772,Umbreon,0
