Move,Use_Percentage,Pokemon,Unique
Volt Switch,32.36%,Jolteon,0
Volt Switch,46.86%,Dedenne,0
Assurance,24.91%,Regieleki,0
Assurance,4.05%,Scyther,0
Rising Voltage,21.21%,Regieleki,0
Rising Voltage,59.46%,Zekrom,0
Rising Voltage,8.93%,Thundurus Therian Forme,0
Rising Voltage,13.81%,Raikou,0
Rising Voltage,5.45%,Heliolisk,0
Rising Voltage,84.39%,Pincurchin,0
Rising Voltage,39.12%,Xurkitree,0
Rising Voltage,90.90%,Alolan Raichu,0
Rising Voltage,11.69%,Magnezone,0
Rising Voltage,36.90%,Magneton,0
Rising Voltage,38.97%,Jolteon,0
Rising Voltage,4.80%,Fan Rotom,0
Hyper Beam,20.25%,Regieleki,0
Hyper Beam,6.41%,Calyrex Shadow Rider,0
Hyper Beam,25.94%,Porygon2,0
Hyper Beam,16.83%,Xerneas,0
Hyper Beam,8.27%,White Kyurem,0
Hyper Beam,6.68%,Spectrier,0
Hyper Beam,60.19%,Regidrago,0
Hyper Beam,28.83%,Thundurus Therian Forme,0
Hyper Beam,12.11%,Inteleon,0
Hyper Beam,4.89%,Heliolisk,0
Hyper Beam,9.83%,Primarina,0
Hyper Beam,90.71%,Porygon-Z,0
Hyper Beam,19.63%,Appletun,0
Hyper Beam,35.92%,Xurkitree,0
Hyper Beam,43.52%,Drampa,0
Hyper Beam,27.53%,Sylveon,0
Hyper Beam,6.28%,Wigglytuff,0
Hyper Beam,13.17%,Tentacruel,0
Screech,12.16%,Regieleki,0
Screech,4.80%,Liepard,0
Screech,4.87%,Sceptile,0
Screech,41.49%,Thievul,0
Screech,9.29%,Perrserker,0
Screech,59.27%,Galvantula,0
Extreme Speed,5.35%,Regieleki,0
Extreme Speed,40.91%,Entei,0
Extreme Speed,13.04%,Rayquaza,0
Extreme Speed,4.21%,Arcanine,0
Extreme Speed,8.01%,Lucario,0
Extreme Speed,51.55%,Dragonite,0
Grassy Glide,99.88%,Rillaboom,0
Grassy Glide,28.87%,Tsareena,0
Grassy Glide,16.61%,Lurantis,0
Grassy Glide,41.39%,Dhelmise,0
Grassy Glide,13.25%,Virizion,0
Grassy Glide,14.01%,Flapple,0
Grassy Glide,29.65%,Sirfetch'd,0
Grassy Glide,50.63%,Gourgeist Small Size,0
Grassy Glide,12.49%,Tangrowth,0
Grassy Glide,21.41%,Decidueye,0
High Horsepower,62.28%,Rillaboom,0
High Horsepower,81.64%,Calyrex Ice Rider,0
High Horsepower,97.57%,Regigigas,0
High Horsepower,92.39%,Mamoswine,0
High Horsepower,99.99%,Glastrier,0
High Horsepower,62.78%,Snorlax,0
High Horsepower,11.56%,Stakataka,0
High Horsepower,97.39%,Swampert,0
High Horsepower,37.32%,Tyranitar,0
High Horsepower,42.27%,Kingler,0
High Horsepower,89.95%,Tapu Bulu,0
High Horsepower,30.97%,Krookodile,0
High Horsepower,50.37%,Excadrill,0
High Horsepower,23.59%,Dracozolt,0
High Horsepower,98.62%,Mudsdale,0
High Horsepower,38.66%,Rhyperior,0
High Horsepower,90.17%,Diggersby,0
High Horsepower,5.65%,Conkeldurr,0
High Horsepower,86.16%,Tauros,0
High Horsepower,8.46%,Dugtrio,0
High Horsepower,49.20%,Copperajah,0
High Horsepower,61.77%,Hippowdon,0
High Horsepower,85.37%,Bouffalant,0
High Horsepower,80.17%,Sandaconda,0
High Horsepower,14.04%,Miltank,0
High Horsepower,9.41%,Heracross,0
High Horsepower,8.54%,Bewear,0
High Horsepower,15.55%,Poliwrath,0
High Horsepower,80.02%,Golurk,0
High Horsepower,67.40%,Steelix,0
U Turn,48.90%,Rillaboom,0
U Turn,18.24%,Landorus Therian Forme,0
U Turn,12.54%,Urshifu Single Strike Style,0
U Turn,15.80%,Urshifu Rapid Strike Style,0
U Turn,22.43%,Pheromosa,0
U Turn,63.76%,Tapu Koko,0
U Turn,45.77%,Tsareena,0
U Turn,58.34%,Darmanitan Galarian Standard Mode,0
U Turn,9.28%,Galarian Moltres,0
U Turn,93.13%,Scizor,0
U Turn,88.11%,Darmanitan Standard Mode,0
U Turn,11.10%,Corviknight,0
U Turn,8.03%,Accelgor,0
U Turn,21.80%,Crobat,0
U Turn,5.38%,Hawlucha,0
U Turn,2.71%,Lopunny,0
U Turn,5.74%,Unfezant,0
U Turn,21.99%,Perrserker,0
U Turn,19.56%,Noivern,0
U Turn,33.20%,Decidueye,0
U Turn,51.63%,Scyther,0
Wood Hammer,21.82%,Rillaboom,0
Wood Hammer,6.50%,Mimikyu,0
Wood Hammer,98.70%,Tapu Bulu,0
Wood Hammer,7.88%,Alolan Exeggutor,0
Wood Hammer,92.72%,Trevenant,0
Wood Hammer,30.95%,Abomasnow,0
Knock Off,9.28%,Rillaboom,0
Knock Off,25.38%,Escavalier,0
Knock Off,41.41%,Kingler,0
Knock Off,97.55%,Obstagoon,0
Knock Off,15.84%,Machamp,0
Knock Off,12.94%,Zoroark,0
Knock Off,54.86%,Sirfetch'd,0
Knock Off,49.49%,Gallade,0
Knock Off,78.57%,Tangrowth,0
Knock Off,66.30%,Crawdaunt,0
Knock Off,82.58%,Drapion,0
Knock Off,9.90%,Decidueye,0
Knock Off,40.54%,Passimian,0
Knock Off,74.21%,Lickilicky,0
Precipice Blades,99.79%,Groudon,1
Rock Slide,54.96%,Groudon,0
Rock Slide,85.30%,Landorus Therian Forme,0
Rock Slide,43.07%,Solgaleo,0
Rock Slide,4.83%,Coalossal,0
Rock Slide,7.47%,Zygarde Complete Forme,0
Rock Slide,23.36%,Metagross,0
Rock Slide,20.61%,Landorus Incarnate Forme,0
Rock Slide,15.83%,Dusk Mane Necrozma,0
Rock Slide,8.07%,Dracovish,0
Rock Slide,47.45%,Darmanitan Galarian Standard Mode,0
Rock Slide,65.49%,Stakataka,0
Rock Slide,66.50%,Salamence,0
Rock Slide,94.30%,Tyranitar,0
Rock Slide,10.63%,Alolan Marowak,0
Rock Slide,35.94%,Kingler,0
Rock Slide,82.67%,Garchomp,0
Rock Slide,54.86%,Krookodile,0
Rock Slide,87.74%,Excadrill,0
Rock Slide,26.58%,Shiftry,0
Rock Slide,59.22%,Mudsdale,0
Rock Slide,98.42%,Gigalith,0
Rock Slide,6.86%,Dragonite,0
Rock Slide,82.09%,Darmanitan Standard Mode,0
Rock Slide,6.77%,Cradily,0
Rock Slide,90.16%,Aerodactyl,0
Rock Slide,27.17%,Kabutops,0
Rock Slide,92.73%,Drednaw,0
Rock Slide,52.66%,Rhyperior,0
Rock Slide,72.12%,Stonjourner,0
Rock Slide,49.67%,Diggersby,0
Rock Slide,95.86%,Durant,0
Rock Slide,16.53%,Conkeldurr,0
Rock Slide,94.02%,Terrakion,0
Rock Slide,25.31%,Black Kyurem,0
Rock Slide,3.59%,Goodra,0
Rock Slide,2.98%,Tauros,0
Rock Slide,58.46%,Blissey,0
Rock Slide,4.82%,Haxorus,0
Rock Slide,13.99%,Runerigus,0
Rock Slide,46.24%,Braviary,0
Rock Slide,38.61%,Beartic,0
Rock Slide,44.16%,Copperajah,0
Rock Slide,27.76%,Hippowdon,0
Rock Slide,32.53%,Arctozolt,0
Rock Slide,14.78%,Gallade,0
Rock Slide,13.14%,Malamar,0
Rock Slide,55.00%,Lycanroc Dusk Form,0
Rock Slide,9.62%,Bouffalant,0
Rock Slide,64.10%,Sandaconda,0
Rock Slide,66.68%,Miltank,0
Rock Slide,65.25%,Heracross,0
Rock Slide,43.33%,Falinks,0
Rock Slide,14.74%,Flygon,0
Rock Slide,82.69%,Crustle,0
Rock Slide,4.00%,Dusknoir,0
Rock Slide,5.01%,Drapion,0
Rock Slide,25.32%,Passimian,0
Rock Slide,98.21%,Lycanroc Midday Form,0
Rock Slide,84.34%,Marowak,0
Rock Slide,14.62%,Alolan Sandslash,0
Rock Slide,28.00%,Poliwrath,0
Rock Slide,27.30%,Lycanroc Midnight Form,0
Rock Slide,31.40%,Hitmonlee,0
Rock Slide,9.29%,Scolipede,0
Rock Slide,53.60%,Dunsparce,0
Rock Slide,70.68%,Sandslash,0
Rock Slide,4.94%,Steelix,0
Stone Edge,38.32%,Groudon,0
Stone Edge,77.95%,Entei,0
Stone Edge,64.12%,Landorus Incarnate Forme,0
Stone Edge,8.98%,Dusk Mane Necrozma,0
Stone Edge,8.28%,Dracovish,0
Stone Edge,15.44%,Stakataka,0
Stone Edge,4.13%,Tyranitar,0
Stone Edge,9.07%,Tapu Bulu,0
Stone Edge,69.79%,Kabutops,0
Stone Edge,34.53%,Bisharp,0
Stone Edge,20.30%,Rhyperior,0
Stone Edge,11.13%,Giratina Altered Forme,0
Stone Edge,5.87%,Terrakion,0
Stone Edge,81.12%,Cobalion,0
Stone Edge,85.96%,Machamp,0
Stone Edge,25.70%,Virizion,0
Stone Edge,10.93%,Beartic,0
Stone Edge,9.04%,Copperajah,0
Stone Edge,10.80%,Arctozolt,0
Stone Edge,30.93%,Sandaconda,0
Stone Edge,12.37%,Heracross,0
Stone Edge,16.93%,Crustle,0
Stone Edge,82.05%,Lycanroc Midnight Form,0
Stone Edge,20.39%,Hitmonlee,0
Heavy Slam,36.45%,Groudon,0
Heavy Slam,7.26%,Calyrex Ice Rider,0
Heavy Slam,26.86%,Celesteela,0
Heavy Slam,77.68%,Glastrier,0
Heavy Slam,43.85%,Mudsdale,0
Heavy Slam,56.71%,Stonjourner,0
Heavy Slam,5.33%,Beartic,0
Heavy Slam,17.71%,Copperajah,0
Heavy Slam,10.09%,Flapple,0
Fire Punch,32.27%,Groudon,0
Fire Punch,3.95%,Tyranitar,0
Fire Punch,17.82%,Dragonite,0
Fire Punch,9.13%,Obstagoon,0
Fire Punch,6.31%,Rhyperior,0
Fire Punch,8.86%,Conkeldurr,0
Fire Punch,11.96%,Goodra,0
Fire Punch,8.05%,Hawlucha,0
Fire Punch,3.94%,Lopunny,0
Fire Punch,6.33%,Miltank,0
Fire Punch,25.18%,Dusknoir,0
Fire Punch,97.47%,Druddigon,0
Fire Punch,43.00%,Marowak,0
Fire Punch,8.26%,Lycanroc Midnight Form,0
Fire Punch,13.14%,Lickilicky,0
Heat Crash,29.67%,Groudon,0
Heat Crash,28.14%,Copperajah,0
Swords Dance,29.07%,Groudon,0
Swords Dance,37.34%,Landorus Therian Forme,0
Swords Dance,10.33%,Calyrex Ice Rider,0
Swords Dance,32.48%,Rayquaza,0
Swords Dance,19.91%,Dusk Mane Necrozma,0
Swords Dance,18.22%,Garchomp,0
Swords Dance,21.00%,Aegislash Shield Forme,0
Swords Dance,24.62%,Bisharp,0
Swords Dance,28.33%,Rhyperior,0
Swords Dance,13.27%,Hawlucha,0
Swords Dance,16.36%,Virizion,0
Swords Dance,15.49%,Golisopod,0
Swords Dance,23.18%,Lycanroc Dusk Form,0
Swords Dance,11.44%,Decidueye,0
Swords Dance,18.97%,Lycanroc Midday Form,0
Swords Dance,50.12%,Scyther,0
Swords Dance,28.47%,Alolan Sandslash,0
Swords Dance,9.44%,Lycanroc Midnight Form,0
Swords Dance,9.26%,Lickilicky,0
Swords Dance,13.86%,Scolipede,0
Giga Impact,6.49%,Groudon,0
Giga Impact,15.59%,Kartana,0
Giga Impact,99.43%,Regigigas,0
Giga Impact,5.45%,Snorlax,0
Giga Impact,9.84%,Kangaskhan,0
Giga Impact,48.10%,Diggersby,0
Giga Impact,5.55%,Tauros,0
Giga Impact,21.27%,Braviary,0
Giga Impact,5.25%,Bouffalant,0
Giga Impact,52.86%,Stoutland,0
Rock Tomb,6.13%,Groudon,0
Rock Tomb,9.18%,Landorus Therian Forme,0
Rock Tomb,8.27%,Mienshao,0
Rock Tomb,73.23%,Lucario,0
Rock Tomb,24.58%,Stonjourner,0
Rock Tomb,21.94%,Hawlucha,0
Rock Tomb,81.40%,Haxorus,0
Bulldoze,4.95%,Groudon,0
Bulldoze,6.47%,Landorus Therian Forme,0
Bulldoze,20.97%,Entei,0
Bulldoze,38.72%,Spectrier,0
Bulldoze,4.83%,Hydreigon,0
Bulldoze,7.12%,Salamence,0
Bulldoze,53.10%,Raikou,0
Bulldoze,38.00%,Dracozolt,0
Bulldoze,6.85%,Sceptile,0
Bulldoze,73.23%,Lucario,0
Bulldoze,26.15%,Altaria,0
Bulldoze,8.70%,Latias,0
Bulldoze,9.99%,Alolan Exeggutor,0
Bulldoze,9.95%,Aerodactyl,0
Bulldoze,31.61%,Conkeldurr,0
Bulldoze,8.12%,Terrakion,0
Bulldoze,5.40%,Runerigus,0
Bulldoze,3.66%,Sharpedo,0
Bulldoze,47.89%,Galarian Slowbro,0
Bulldoze,11.00%,Claydol,0
Bulldoze,4.73%,Flygon,0
Bulldoze,11.79%,Dusknoir,0
Bulldoze,19.08%,Lickilicky,0
Bulldoze,9.74%,Scolipede,0
Bulldoze,61.90%,Sandslash,0
Astral Barrage,100.00%,Calyrex Shadow Rider,1
Expanding Force,44.35%,Calyrex Shadow Rider,0
Expanding Force,86.47%,Indeedee Female,0
Expanding Force,99.25%,Indeedee Male,0
Expanding Force,4.80%,Dusk Mane Necrozma,0
Expanding Force,36.20%,Mewtwo,0
Expanding Force,84.50%,Hatterene,0
Expanding Force,72.61%,Slowking,0
Expanding Force,29.00%,Galarian Articuno,0
Expanding Force,70.23%,Slowbro,0
Expanding Force,54.49%,Oranguru,0
Expanding Force,5.19%,Exeggutor,0
Expanding Force,54.43%,Espeon,0
Expanding Force,93.06%,Alolan Raichu,0
Expanding Force,99.28%,Alakazam,0
Expanding Force,79.79%,Starmie,0
Expanding Force,93.65%,Galarian Slowbro,0
Expanding Force,20.24%,Claydol,0
Expanding Force,81.61%,Reuniclus,0
Expanding Force,12.08%,Wigglytuff,0
Expanding Force,95.95%,Gardevoir,0
Expanding Force,83.21%,Sigilyph,0
Expanding Force,73.76%,Orbeetle,0
Expanding Force,93.32%,Beheeyem,0
Will O Wisp,42.42%,Calyrex Shadow Rider,0
Will O Wisp,19.23%,Dusclops,0
Will O Wisp,98.91%,Weezing,0
Will O Wisp,11.72%,Lunala,0
Will O Wisp,86.78%,Sableye,0
Will O Wisp,79.99%,Mimikyu,0
Will O Wisp,56.66%,Heat Rotom,0
Will O Wisp,48.47%,Dragapult,0
Will O Wisp,89.43%,Spectrier,0
Will O Wisp,89.47%,Arcanine,0
Will O Wisp,22.67%,Volcarona,0
Will O Wisp,51.28%,Talonflame,0
Will O Wisp,45.42%,Wash Rotom,0
Will O Wisp,93.35%,Galarian Weezing,0
Will O Wisp,9.80%,Moltres,0
Will O Wisp,95.56%,Drifblim,0
Will O Wisp,51.43%,Froslass,0
Will O Wisp,20.55%,Jellicent,0
Will O Wisp,19.27%,Giratina Altered Forme,0
Will O Wisp,43.49%,Mow Rotom,0
Will O Wisp,6.35%,Gengar,0
Will O Wisp,8.31%,Runerigus,0
Will O Wisp,35.70%,Cofagrigus,0
Will O Wisp,25.72%,Ninetales,0
Will O Wisp,24.60%,Gourgeist Small Size,0
Will O Wisp,13.49%,Frost Rotom,0
Will O Wisp,25.93%,Polteageist,0
Will O Wisp,78.35%,Gourgeist Super Size,0
Will O Wisp,78.59%,Galarian Corsola,0
Mud Shot,26.91%,Calyrex Shadow Rider,0
Mud Shot,6.84%,Spectrier,0
Mud Shot,6.82%,Milotic,0
Mud Shot,70.09%,Slowbro,0
Mud Shot,36.58%,Vikavolt,0
Mud Shot,16.40%,Thievul,0
Mud Shot,2.64%,Galarian Slowbro,0
Psyshock,18.40%,Calyrex Shadow Rider,0
Psyshock,10.63%,Tapu Lele,0
Psyshock,47.13%,Meowstic Male,0
Psyshock,8.73%,Latias,0
Psyshock,23.74%,Cresselia,0
Psyshock,40.79%,Mime Galarian Mr. Mime,0
Psyshock,14.01%,Reuniclus,0
Leaf Storm,17.11%,Calyrex Shadow Rider,0
Leaf Storm,61.62%,Venusaur,0
Leaf Storm,41.77%,Ludicolo,0
Leaf Storm,78.91%,Sceptile,0
Leaf Storm,6.40%,Lurantis,0
Leaf Storm,17.41%,Alolan Exeggutor,0
Leaf Storm,20.56%,Abomasnow,0
Leaf Storm,99.95%,Mow Rotom,0
Leaf Storm,46.24%,Lilligant,0
Leaf Storm,91.30%,Roserade,0
Leaf Storm,51.93%,Tangrowth,0
Leaf Storm,19.66%,Decidueye,0
Leaf Storm,39.81%,Maractus,0
Trick Room,10.28%,Calyrex Shadow Rider,0
Trick Room,10.42%,Whimsicott,0
Trick Room,80.27%,Calyrex Ice Rider,0
Trick Room,66.27%,Palkia,0
Trick Room,89.72%,Porygon2,0
Trick Room,34.79%,Dialga,0
Trick Room,99.72%,Dusclops,0
Trick Room,81.71%,Lunala,0
Trick Room,90.23%,Mimikyu,0
Trick Room,26.85%,Gothitelle,0
Trick Room,89.10%,Bronzong,0
Trick Room,81.25%,Indeedee Male,0
Trick Room,61.19%,Comfey,0
Trick Room,98.31%,Dawn Wings Necrozma,0
Trick Room,67.44%,Dusk Mane Necrozma,0
Trick Room,6.54%,Meowstic Male,0
Trick Room,93.11%,Stakataka,0
Trick Room,13.58%,Mewtwo,0
Trick Room,76.27%,Klinklang,0
Trick Room,84.07%,Hatterene,0
Trick Room,86.10%,Slowking,0
Trick Room,70.21%,Galarian Articuno,0
Trick Room,74.33%,Slowbro,0
Trick Room,94.09%,Oranguru,0
Trick Room,17.68%,Nihilego,0
Trick Room,73.54%,Chandelure,0
Trick Room,41.09%,Porygon-Z,0
Trick Room,97.28%,Jellicent,0
Trick Room,99.56%,Alolan Exeggutor,0
Trick Room,5.12%,Trevenant,0
Trick Room,71.71%,Cresselia,0
Trick Room,98.94%,Mr. Rime,0
Trick Room,31.65%,Gengar,0
Trick Room,46.12%,Espeon,0
Trick Room,87.22%,Runerigus,0
Trick Room,31.88%,Alakazam,0
Trick Room,97.28%,Cofagrigus,0
Trick Room,13.29%,Starmie,0
Trick Room,34.99%,Mr. Mime,0
Trick Room,27.51%,Gallade,0
Trick Room,74.03%,Gourgeist Small Size,0
Trick Room,68.45%,Malamar,0
Trick Room,82.87%,Galarian Slowbro,0
Trick Room,99.68%,Aromatisse,0
Trick Room,97.99%,Gourgeist Super Size,0
Trick Room,86.00%,Claydol,0
Trick Room,94.05%,Reuniclus,0
Trick Room,91.53%,Dusknoir,0
Trick Room,84.95%,Gardevoir,0
Trick Room,87.54%,Sigilyph,0
Trick Room,75.25%,Orbeetle,0
Trick Room,14.67%,Beheeyem,0
Trick Room,91.20%,Mime Jr.,0
Trick Room,99.99%,Gourgeist Large Size,0
Energy Ball,7.05%,Calyrex Shadow Rider,0
Energy Ball,38.25%,Whimsicott,0
Energy Ball,13.32%,Tapu Lele,0
Energy Ball,11.24%,Celesteela,0
Energy Ball,34.30%,Ludicolo,0
Energy Ball,14.18%,Primarina,0
Energy Ball,10.81%,Chandelure,0
Energy Ball,9.57%,Sceptile,0
Energy Ball,24.57%,Cherrim,0
Energy Ball,82.45%,Exeggutor,0
Energy Ball,8.13%,Latias,0
Energy Ball,40.74%,Cradily,0
Energy Ball,31.88%,Abomasnow,0
Energy Ball,51.57%,Vikavolt,0
Energy Ball,8.59%,Cresselia,0
Energy Ball,49.35%,Xurkitree,0
Energy Ball,27.19%,Gengar,0
Energy Ball,48.86%,Palossand,0
Energy Ball,39.05%,Drampa,0
Energy Ball,12.87%,Lilligant,0
Energy Ball,6.40%,Virizion,0
Energy Ball,10.69%,Alakazam,0
Energy Ball,3.16%,Ninetales,0
Energy Ball,39.79%,Shiinotic,0
Energy Ball,42.14%,Vileplume,0
Energy Ball,11.91%,Reuniclus,0
Energy Ball,3.87%,Sigilyph,0
Energy Ball,16.41%,Galvantula,0
Energy Ball,9.45%,Maractus,0
Energy Ball,15.81%,Orbeetle,0
Energy Ball,90.04%,Beheeyem,0
Speed Swap,5.03%,Calyrex Shadow Rider,0
Speed Swap,17.60%,Bronzong,0
Speed Swap,44.94%,Pheromosa,0
Speed Swap,11.35%,Alolan Raichu,0
Speed Swap,14.68%,Alakazam,0
Speed Swap,82.03%,Ribombee,0
Imprison,4.29%,Calyrex Shadow Rider,0
Imprison,78.78%,Indeedee Male,0
Imprison,61.23%,Chandelure,0
Imprison,5.10%,Runerigus,0
Imprison,26.18%,Alakazam,0
Imprison,10.98%,Gallade,0
Imprison,56.08%,Gourgeist Small Size,0
Imprison,2.38%,Galarian Slowbro,0
Imprison,17.17%,Gourgeist Super Size,0
Imprison,72.71%,Claydol,0
Imprison,83.49%,Gardevoir,0
Imprison,82.15%,Sigilyph,0
Imprison,6.39%,Decidueye,0
Imprison,70.95%,Orbeetle,0
Imprison,99.99%,Gourgeist Large Size,0
Fly,71.80%,Thundurus Incarnate Forme,0
Fly,90.76%,Landorus Therian Forme,0
Fly,69.19%,Dragapult,0
Fly,79.58%,Landorus Incarnate Forme,0
Fly,53.50%,Thundurus Therian Forme,0
Fly,73.57%,Flapple,0
Brick Break,43.33%,Thundurus Incarnate Forme,0
Brick Break,11.33%,Barraskewda,0
Brick Break,18.98%,Metagross,0
Brick Break,19.78%,Hitmontop,0
Brick Break,12.44%,Galarian Zapdos,0
Brick Break,9.18%,Alolan Marowak,0
Brick Break,23.40%,Kingler,0
Brick Break,9.38%,Garchomp,0
Brick Break,33.48%,Excadrill,0
Brick Break,85.02%,Toxicroak,0
Brick Break,11.86%,Riolu,0
Brick Break,40.76%,Darmanitan Standard Mode,0
Brick Break,12.06%,Obstagoon,0
Brick Break,22.40%,Scrafty,0
Brick Break,29.95%,Hawlucha,0
Brick Break,5.08%,Miltank,0
Brick Break,11.86%,Crawdaunt,0
Brick Break,22.15%,Dusknoir,0
Brick Break,30.09%,Drapion,0
Brick Break,6.83%,Marowak,0
Brick Break,5.94%,Bewear,0
Brick Break,35.24%,Scyther,0
Brick Break,31.39%,Sandslash,0
Eerie Impulse,24.90%,Thundurus Incarnate Forme,0
Eerie Impulse,34.17%,Porygon2,0
Eerie Impulse,19.15%,Zapdos,0
Eerie Impulse,12.49%,Raichu,0
Eerie Impulse,17.36%,Wash Rotom,0
Eerie Impulse,29.59%,Raikou,0
Eerie Impulse,11.18%,Emolga,0
Eerie Impulse,84.46%,Charjabug,0
Eerie Impulse,13.65%,Dedenne,0
Superpower,18.70%,Thundurus Incarnate Forme,0
Superpower,49.02%,Darmanitan Galarian Standard Mode,0
Superpower,5.11%,Snorlax,0
Superpower,86.11%,Scizor,0
Superpower,17.60%,Tyranitar,0
Superpower,46.66%,Gigalith,0
Superpower,100.00%,Lurantis,0
Superpower,15.49%,Dragonite,0
Superpower,10.72%,Kabutops,0
Superpower,4.83%,Rhyperior,0
Superpower,31.62%,Durant,0
Superpower,27.44%,Goodra,0
Superpower,52.89%,Beartic,0
Superpower,10.19%,Copperajah,0
Superpower,99.83%,Malamar,0
Superpower,19.79%,Stoutland,0
Superpower,9.10%,Flygon,0
Superpower,92.25%,Druddigon,0
Superpower,95.83%,Flareon,0
Superpower,18.66%,Scolipede,0
Crunch,12.79%,Thundurus Incarnate Forme,0
Crunch,51.43%,Entei,0
Crunch,34.67%,Barraskewda,0
Crunch,50.06%,Dracovish,0
Crunch,4.79%,Zekrom,0
Crunch,4.81%,Salamence,0
Crunch,41.82%,Tyranitar,0
Crunch,16.51%,Gyarados,0
Crunch,9.38%,Centiskorch,0
Crunch,25.27%,Scrafty,0
Crunch,56.66%,Silvally,0
Crunch,9.04%,Hippowdon,0
Crunch,92.53%,Sharpedo,0
Crunch,40.59%,Crawdaunt,0
Crunch,4.62%,Stoutland,0
Crunch,8.46%,Lycanroc Midday Form,0
Crunch,9.39%,Lycanroc Midnight Form,0
Rain Dance,6.78%,Thundurus Incarnate Forme,0
Rain Dance,12.39%,Tornadus Incarnate Forme,0
Rain Dance,29.45%,Raikou,0
Rain Dance,18.75%,Klefki,0
Rain Dance,76.32%,Luxray,0
Rain Dance,12.44%,Magneton,0
Iron Tail,6.07%,Thundurus Incarnate Forme,0
Iron Tail,31.53%,Zygarde Complete Forme,0
Iron Tail,14.64%,Rhyperior,0
Iron Tail,32.07%,Leafeon,0
Iron Tail,19.47%,Goodra,0
Iron Tail,6.81%,Haxorus,0
Iron Tail,67.69%,Flareon,0
Iron Tail,72.92%,Lycanroc Midnight Form,0
Grass Knot,3.81%,Thundurus Incarnate Forme,0
Grass Knot,5.61%,Tapu Fini,0
Grass Knot,8.98%,Landorus Incarnate Forme,0
Grass Knot,12.26%,Tapu Koko,0
Grass Knot,67.78%,Thundurus Therian Forme,0
Grass Knot,9.45%,Mewtwo,0
Grass Knot,10.55%,Pikachu,0
Grass Knot,74.49%,Nihilego,0
Grass Knot,9.42%,Cherrim,0
Grass Knot,43.08%,Alolan Exeggutor,0
Grass Knot,31.72%,Xurkitree,0
Grass Knot,4.07%,Zoroark,0
Grass Knot,8.07%,Alolan Raichu,0
Grass Knot,14.65%,Wigglytuff,0
Earthquake,93.10%,Landorus Therian Forme,0
Earthquake,94.25%,Solgaleo,0
Earthquake,11.27%,Seismitoad,0
Earthquake,56.71%,Ho-oh,0
Earthquake,10.44%,Rayquaza,0
Earthquake,7.92%,Celesteela,0
Earthquake,15.20%,Metagross,0
Earthquake,68.90%,Dusk Mane Necrozma,0
Earthquake,13.78%,Dracovish,0
Earthquake,28.74%,Darmanitan Galarian Standard Mode,0
Earthquake,22.51%,Snorlax,0
Earthquake,14.97%,Mewtwo,0
Earthquake,8.31%,Salamence,0
Earthquake,8.79%,Tyranitar,0
Earthquake,9.24%,Gyarados,0
Earthquake,85.84%,Garchomp,0
Earthquake,6.09%,Kangaskhan,0
Earthquake,64.96%,Krookodile,0
Earthquake,51.83%,Excadrill,0
Earthquake,3.35%,Sceptile,0
Earthquake,87.03%,Greedent,0
Earthquake,6.96%,Lucario,0
Earthquake,38.58%,Dragonite,0
Earthquake,46.32%,Darmanitan Standard Mode,0
Earthquake,7.81%,Aerodactyl,0
Earthquake,8.01%,Drednaw,0
Earthquake,60.13%,Rhyperior,0
Earthquake,91.90%,Electivire,0
Earthquake,24.52%,Abomasnow,0
Earthquake,11.24%,Diggersby,0
Earthquake,27.48%,Giratina Altered Forme,0
Earthquake,6.81%,Wishiwashi Solo Form,0
Earthquake,39.57%,Terrakion,0
Earthquake,9.51%,Tauros,0
Earthquake,90.91%,Dugtrio,0
Earthquake,88.25%,Tyrantrum,0
Earthquake,19.39%,Blaziken,0
Earthquake,90.03%,Haxorus,0
Earthquake,18.83%,Dhelmise,0
Earthquake,30.16%,Runerigus,0
Earthquake,7.64%,Copperajah,0
Earthquake,16.18%,Hippowdon,0
Earthquake,13.20%,Sandaconda,0
Earthquake,6.95%,Heracross,0
Earthquake,10.44%,Claydol,0
Earthquake,17.88%,Flygon,0
Earthquake,94.41%,Crustle,0
Earthquake,22.50%,Dusknoir,0
Earthquake,11.41%,Drapion,0
Earthquake,57.46%,Passimian,0
Earthquake,38.83%,Marowak,0
Earthquake,22.62%,Alolan Sandslash,0
Earthquake,15.22%,Golurk,0
Earthquake,10.37%,Hitmonlee,0
Earthquake,21.90%,Scolipede,0
Earthquake,21.78%,Sandslash,0
Earthquake,30.19%,Steelix,0
Earth Power,7.28%,Landorus Therian Forme,0
Earth Power,98.80%,Gastrodon,0
Earth Power,72.41%,Palkia,0
Earth Power,63.73%,Venusaur,0
Earth Power,87.84%,Dialga,0
Earth Power,23.09%,Torkoal,0
Earth Power,97.71%,White Kyurem,0
Earth Power,7.54%,Seismitoad,0
Earth Power,7.21%,Ho-oh,0
Earth Power,55.01%,Rayquaza,0
Earth Power,86.06%,Reshiram,0
Earth Power,95.19%,Lugia,0
Earth Power,99.47%,Landorus Incarnate Forme,0
Earth Power,16.31%,Dusk Mane Necrozma,0
Earth Power,93.96%,Hydreigon,0
Earth Power,64.63%,Zekrom,0
Earth Power,17.64%,Cradily,0
Earth Power,90.59%,Heatran,0
Earth Power,39.41%,Abomasnow,0
